ID	Function	Source
ComJ	competence protein ComJ	PF11033.10
Grg1	glucose-repressible protein Grg1	PF11034.10
DUF2612	DUF2612 domain-containing protein	PF11041.10
DUF2750	DUF2750 domain-containing protein	PF11042.10
Mannosyl_trans3	Mannosyltransferase putative	PF11051.10
UvsY	recombination mediator protein UvsY	PF11056.10
Ral	antirestriction Ral family protein	PF11058.10
DUF2860	DUF2860 family protein	PF11059.10
DUF2863	DUF2863 family protein	PF11062.10
DUF2865	DUF2865 domain-containing protein	PF11064.10
DUF2867	DUF2867 domain-containing protein	PF11066.10
DUF2868	DUF2868 domain-containing protein	PF11067.10
YlqD	YlqD family protein	PF11068.10
DUF2871	DUF2871 family protein	PF11070.10
Nuc_deoxyri_tr3	YtoQ family protein	PF11071.10
DUF2780	DUF2780 domain-containing protein	PF11075.10
YqhG	YqhG family protein	PF11079.10
DUF2890	DUF2890 domain-containing protein	PF11081.10
DUF2621	DUF2621 family protein	PF11084.10
YqhR	YqhR family membrane protein	PF11085.10
DUF2878	DUF2878 family protein	PF11086.10
DUF2833	DUF2833 domain-containing protein	PF11090.10
T4_tail_cap	baseplate tail-tube junction protein	PF11091.10
Chlorosome_CsmC	Chlorosome envelope protein C	PF11098.10
DUF2887	DUF2887 domain-containing protein	PF11103.10
PyocinActivator	pyocin activator PrtN family protein	PF11112.10
Minor_capsid_2	minor capsid protein	PF11114.10
DUF2624	DUF2624 family protein	PF11116.10
DUF2626	DUF2626 family protein	PF11117.10
DUF2627	DUF2627 family protein	PF11118.10
DNA_Packaging_2	DNA packaging protein	PF11123.10
TraC_F_IV	TraC family protein	PF11130.10
Phage_head_fibr	head fiber protein	PF11133.10
DUF2889	DUF2889 domain-containing protein	PF11136.10
DUF2909	DUF2909 family protein	PF11137.10
DUF2911	DUF2911 domain-containing protein	PF11138.10
DUF2914	DUF2914 domain-containing protein	PF11141.10
DUF2917	DUF2917 domain-containing protein	PF11142.10
DUF2920	DUF2920 family protein	PF11144.10
DUF2905	DUF2905 family protein	PF11146.10
DUF2922	DUF2922 family protein	PF11148.10
DUF2924	DUF2924 domain-containing protein	PF11149.10
CCB2_CCB4	cofactor assembly of complex C subunit B	PF11152.10
DUF2931	DUF2931 family protein	PF11153.10
DUF2934	DUF2934 domain-containing protein	PF11154.10
DUF2935	DUF2935 domain-containing protein	PF11155.10
DUF2937	DUF2937 family protein	PF11157.10
DUF2939	DUF2939 domain-containing protein	PF11159.10
DUF2944	DUF2946 family protein	PF11161.10
DUF2946	DUF2946 family protein	PF11162.10
DUF2947	DUF2947 family protein	PF11163.10
DUF2955	DUF2955 domain-containing protein	PF11168.10
DUF2959	DUF2959 family protein	PF11172.10
DUF2960	DUF2960 family protein	PF11173.10
DUF2970	DUF2970 domain-containing protein	PF11174.10
YflT	general stress protein	PF11181.10
AlgF	alginate O-acetyltransferase AlgF	PF11182.10
DUF2974	DUF2974 domain-containing protein	PF11187.10
DUF2973	DUF2973 domain-containing protein	PF11189.10
DUF2829	DUF2829 domain-containing protein	PF11195.10
DEP1	DUF2834 domain-containing protein	PF11196.10
DUF2835	DUF2835 family protein	PF11197.10
DUF2982	DUF2982 domain-containing protein	PF11201.10
PRTase_1	tellurite-like stress resistance cysteine protease StiP	PF11202.10
DUF2989	DUF2989 domain-containing protein	PF11207.10
DUF2992	DUF2992 family protein	PF11208.10
LmeA	LmeA family phospholipid-binding protein	PF11209.10
DUF3010	DUF3010 family protein	PF11215.10
DUF3011	DUF3011 domain-containing protein	PF11218.10
DUF3014	DUF3014 domain-containing protein	PF11219.10
DUF3015	DUF3015 family protein	PF11220.10
DUF3017	DUF3017 domain-containing protein	PF11222.10
DUF3024	DUF3024 domain-containing protein	PF11225.10
DUF3025	DUF3025 domain-containing protein	PF11227.10
DUF3027	DUF3027 domain-containing protein	PF11228.10
DUF3029	DUF3029 family protein	PF11230.10
DUF3034	DUF3034 family protein	PF11231.10
DUF3035	DUF3035 domain-containing protein	PF11233.10
DUF3037	DUF3037 domain-containing protein	PF11236.10
DUF3038	DUF3038 domain-containing protein	PF11237.10
DUF3039	DUF3039 domain-containing protein	PF11238.10
DUF3040	DUF3040 domain-containing protein	PF11239.10
DUF3043	DUF3043 domain-containing protein	PF11241.10
DUF2774	DUF2774 domain-containing protein	PF11242.10
DUF3045	DUF3045 domain-containing protein	PF11243.10
Phage_gp53	baseplate wedge protein 53	PF11246.10
DUF2675	DUF2675 domain-containing protein	PF11247.10
DUF3046	DUF3046 domain-containing protein	PF11248.10
DUF3047	DUF3047 domain-containing protein	PF11249.10
DUF3052	DUF3052 family protein	PF11253.10
DUF3048	DUF3048 domain-containing protein	PF11258.10
DUF3060	DUF3060 domain-containing protein	PF11259.10
ThylakoidFormat	photosystem II biogenesis protein Psp29	PF11264.10
Ald_deCOase	long-chain fatty aldehyde decarbonylase	PF11266.10
DUF3071	DUF3071 domain-containing protein	PF11268.10
DUF3072	DUF3072 domain-containing protein	PF11272.10
DUF3073	DUF3073 family protein	PF11273.10
DUF3078	DUF3078 domain-containing protein	PF11276.10
DUF3083	DUF3083 family protein	PF11281.10
DUF3082	DUF3082 domain-containing protein	PF11282.10
DUF3084	DUF3084 domain-containing protein	PF11283.10
DUF3088	DUF3088 family protein	PF11287.10
DUF3095	DUF3095 family protein	PF11294.10
DUF3097	DUF3097 family protein	PF11296.10
DUF3098	DUF3098 domain-containing protein	PF11297.10
DUF3099	DUF3099 domain-containing protein	PF11298.10
DUF3102	DUF3102 domain-containing protein	PF11300.10
DUF3103	DUF3103 family protein	PF11301.10
DUF3106	DUF3106 domain-containing protein	PF11304.10
DUF3107	DUF3107 family protein	PF11305.10
DUF3108	DUF3108 domain-containing protein	PF11306.10
Glyco_hydro_129	glycoside hydrolase	PF11308.10
DUF3117	DUF3117 domain-containing protein	PF11314.10
DUF3124	DUF3124 domain-containing protein	PF11322.10
DUF3126	DUF3126 family protein	PF11324.10
DUF3135	DUF3135 domain-containing protein	PF11333.10
DUF3137	DUF3137 domain-containing protein	PF11335.10
DUF3140	DUF3140 domain-containing protein	PF11338.10
DUF3142	DUF3142 domain-containing protein	PF11340.10
DUF3144	DUF3144 domain-containing protein	PF11342.10
DUF3145	DUF3145 family protein	PF11343.10
DUF3149	DUF3149 domain-containing protein	PF11346.10
DUF3150	DUF3150 domain-containing protein	PF11348.10
DUF3151	DUF3151 family protein	PF11349.10
DUF3152	DUF3152 domain-containing protein	PF11350.10
DUF3153	DUF3153 domain-containing protein	PF11353.10
DUF3157	DUF3157 family protein	PF11355.10
T2SSC	type II secretion system protein N	PF11356.10
DUF3110	DUF3110 domain-containing protein	PF11360.10
DUF3159	DUF3159 domain-containing protein	PF11361.10
DUF3164	DUF3164 family protein	PF11363.10
DUF3173	DUF3173 family protein	PF11372.10
DUF3176	DUF3176 domain-containing protein	PF11374.10
DUF3177	DUF3177 family protein	PF11375.10
DUF3180	DUF3180 family protein	PF11377.10
DUF3181	DUF3181 family protein	PF11378.10
DUF3182	DUF3182 family protein	PF11379.10
Stealth_CR2	Stealth protein CR2, conserved region 2	PF11380.10
MctB	copper transporter	PF11382.10
DUF3187	DUF3187 family protein	PF11383.10
DUF3189	DUF3189 family protein	PF11385.10
FdsD	formate dehydrogenase subunit delta	PF11390.10
DUF2877	DUF2877 domain-containing protein	PF11392.10
PepSY_like	PepSY-like domain-containing protein	PF11396.10
DUF3192	DUF3192 domain-containing protein	PF11399.10
RestrictionMunI	MunI family type II restriction endonuclease	PF11407.10
DsbC	protein-disulfide reductase DsbD family protein	PF11412.10
Inhibitor_G39P	replicative helicase loader/inhibitor	PF11417.10
Scaffolding_pro	gp7 family phage scaffolding protein	PF11418.10
Subtilosin_A	subtilosin A family bacteriocin	PF11420.10
Transport_MerF	mercury resistance system transport protein MerF	PF11431.10
DUF3199	DUF3199 family protein	PF11436.10
N36	antitermination protein N	PF11438.10
DUF2895	DUF2895 family protein	PF11444.10
DUF2894	DUF2894 domain-containing protein	PF11445.10
DUF3008	DUF3008 family protein	PF11450.10
DUF3000	DUF3000 family protein	PF11452.10
DUF3016	DUF3016 domain-containing protein	PF11454.10
DUF3018	DUF3018 family protein	PF11455.10
DUF3021	DUF3021 family protein	PF11457.10
AbiEi_3	type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	PF11459.10
DUF3007	DUF3007 family protein	PF11460.10
PTase_Orf2	aromatic prenyltransferase	PF11468.10
PM0188	Sialyltransferase PMO188	PF11477.10
ImmE5	Colicin-E5 Imm protein	PF11480.10
DNA_pol3_a_NII	DNA polymerase III polC-type N-terminus II	PF11490.10
Atu4866	Atu4866 domain-containing protein	PF11512.10
DUF3219	DUF3219 family protein	PF11514.10
DUF3224	DUF3224 domain-containing protein	PF11528.10
HTHP	hexameric tyrosine-coordinated heme protein	PF11534.10
DUF3228	DUF3228 family protein	PF11539.10
Omp28	Omp28-related outer membrane protein	PF11551.10
DUF3231	DUF3231 family protein	PF11553.10
DUF3232	DUF3232 domain-containing protein	PF11554.10
E2R135	Coiled-coil receptor-binding R-domain of colicin E2	PF11570.10
DUF3235	DUF3235 domain-containing protein	PF11574.10
FhuF_C	(2Fe-2S)-binding protein	PF11575.10
DUF3239	DUF3239 domain-containing protein	PF11580.10
DUF3240	DUF3240 family protein	PF11582.10
AurF	diiron oxygenase	PF11583.10
AviRa	RRNA methyltransferase AviRa	PF11599.10
CusF_Ec	copper-binding protein	PF11604.10
AlcCBM31	family 31 carbohydrate-binding protein	PF11606.10
DUF3247	DUF3247 family protein	PF11607.10
DUF3248	DUF3248 domain-containing protein	PF11609.10
T2SSJ	type II secretion system protein GspJ	PF11612.10
DUF3253	DUF3253 domain-containing protein	PF11625.10
UvsW-1	UvsW-1 domain-containing protein	PF11637.10
DnaA_N	DnaA N-terminal domain-containing protein	PF11638.10
HapK	REDY-like protein HapK	PF11639.10
DUF3256	DUF3256 family protein	PF11644.10
MLD	membrane-targeted effector domain-containing toxin	PF11647.10
T4_neck-protein	Virus neck protein	PF11649.10
P22_CoatProtein	P22 phage major capsid protein family protein	PF11651.10
VirionAssem_T7	Bacteriophage T7 virion assembly protein	PF11653.10
NCE101	non-classical export protein 1	PF11654.10
Activator-TraM	Transcriptional activator TraM	PF11657.10
DUF3261	DUF3261 domain-containing protein	PF11659.10
Toxin_YhaV	type II toxin-antitoxin system YhaV family toxin	PF11663.10
DUF3268	zinc-finger-containing protein	PF11672.10
DUF3276	DUF3276 family protein	PF11680.10
DUF3277	DUF3277 family protein	PF11681.10
DUF3278	DUF3278 domain-containing protein	PF11683.10
DUF3280	DUF2380 domain-containing protein	PF11684.10
DUF3284	DUF3284 domain-containing protein	PF11687.10
DUF3289	DUF3289 family protein	PF11692.10
DUF3290	DUF3290 family protein	PF11694.10
DUF3293	DUF3293 domain-containing protein	PF11697.10
zf-CGNR	CGNR zinc finger domain-containing protein	PF11706.10
Peptidase_C80	C80 family cysteine peptidase	PF11713.10
MDMPI_N	maleylpyruvate isomerase N-terminal domain-containing protein	PF11716.10
Tudor-knot	Tudor-knot domain-containing protein	PF11717.10
Inhibitor_I78	I78 family peptidase inhibitor	PF11720.10
zf-TRM13_CCCH	CCCH zinc finger protein	PF11722.10
Aromatic_hydrox	Homotrimeric ring hydroxylase	PF11723.10
YvbH_ext	YvbH-like oligomerization domain-containing protein	PF11724.10
AvrE_T3Es	AvrE-family type 3 secretion system effector	PF11725.10
Inovirus_Gp2	inovirus-type Gp2 protein	PF11726.10
ArAE_1_C	Putative aromatic acid exporter C-terminal domain	PF11728.10
DUF3297	DUF3297 family protein	PF11730.10
TilS_C	TilS substrate C-terminal domain-containing protein	PF11734.10
DUF3299	DUF3299 domain-containing protein	PF11736.10
DUF3300	DUF3300 domain-containing protein	PF11737.10
DUF3298	DUF3298 domain-containing protein	PF11738.10
DctA-YdbH	YdbH domain-containing protein	PF11739.10
KfrA_N	DNA-binding protein	PF11740.10
AMIN	AMIN domain-containing protein	PF11741.10
DUF3301	DUF3301 domain-containing protein	PF11743.10
RebB	RebB family R body protein	PF11747.10
DUF3306	DUF3306 domain-containing protein	PF11748.10
DUF3305	DUF3305 domain-containing protein	PF11749.10
PorP_SprF	type IX secretion system membrane protein PorP/SprF	PF11751.10
DUF3309	DUF3309 family protein	PF11752.10
DUF3310	DUF3310 domain-containing protein	PF11753.10
YgbA_NO	nitrous oxide-stimulated promoter family protein	PF11756.10
DUF3313	DUF3313 family protein	PF11769.10
EpuA	DNA-directed RNA polymerase subunit beta	PF11772.10
Lsr2	Lsr2 family protein	PF11774.10
RcnB	RcnB family protein	PF11776.10
DUF3316	DUF3316 domain-containing protein	PF11777.10
DUF3318	DUF3318 domain-containing protein	PF11780.10
DUF3323	TIGR02679 domain-containing protein	PF11796.10
DUF3324	DUF3324 domain-containing protein	PF11797.10
RP-C_C	replication initiation protein RepC	PF11800.10
DUF3325	DUF3325 family protein	PF11804.10
DUF3326	DUF3326 domain-containing protein	PF11805.10
DUF3327	DUF3327 domain-containing protein	PF11806.10
PhoR	phosphate regulon sensor protein PhoR	PF11808.10
DUF3330	DUF3330 domain-containing protein	PF11809.10
DUF3332	DUF3332 family protein	PF11810.10
DUF3333	DUF3333 domain-containing protein	PF11812.10
DUF3334	DUF3334 family protein	PF11813.10
DUF3340	carboxy terminal-processing peptidase	PF11818.10
DUF3348	DUF3348 family protein	PF11828.10
DUF3349	DUF3349 domain-containing protein	PF11829.10
DUF3352	DUF3352 domain-containing protein	PF11832.10
CPP1-like	CPP1-like family protein	PF11833.10
Phage_TAC_11	GTA-gp10 family protein	PF11836.10
DUF3360	DUF3360 family protein	PF11840.10
DUF3363	DUF3363 domain-containing protein	PF11843.10
DUF3364	DUF3364 domain-containing protein	PF11844.10
Wzy_C_2	Wzy polymerase domain-containing protein	PF11846.10
DUF3369	DUF3369 domain-containing protein	PF11849.10
DUF3370	DUF3370 family protein	PF11850.10
DUF3372	DUF3372 domain-containing protein	PF11852.10
DUF3373	DUF3373 family protein	PF11853.10
MtrB_PioB	MtrB/PioB family outer membrane beta-barrel protein	PF11854.10
DUF3378	DUF3378 domain-containing protein	PF11858.10
DUF3379	DUF3379 family protein	PF11859.10
Muramidase	N-acetylmuramidase domain-containing protein	PF11860.10
DUF3383	DUF3383 family protein	PF11863.10
DUF3386	DUF3386 family protein	PF11866.10
DUF3388	DUF3388 domain-containing protein	PF11868.10
DUF3390	DUF3390 domain-containing protein	PF11870.10
DUF3391	DUF3391 domain-containing protein	PF11871.10
DUF3392	DUF3392 family protein	PF11872.10
Mltc_N	murein transglycosylase domain-containing protein	PF11873.10
DUF3395	DUF3395 domain-containing protein	PF11875.10
DUF3396	DUF3396 domain-containing protein	PF11876.10
DUF3400	DUF3400 domain-containing protein	PF11880.10
DUF3405	DUF3405 domain-containing protein	PF11885.10
DUF3408	DUF3408 domain-containing protein	PF11888.10
DUF3410	DUF3410 domain-containing protein	PF11890.10
RETICULATA-like	RETICULATA-related protein	PF11891.10
DUF3413	DUF3413 domain-containing protein	PF11893.10
DUF3418	DUF3418 domain-containing protein	PF11898.10
DUF3419	DUF3419 family protein	PF11899.10
DUF3421	DUF3421 domain-containing protein	PF11901.10
ParD_like	ParD-like antitoxin of type II bacterial toxin-antitoxin system	PF11903.10
NdhN	NAD(P)H-quinone oxidoreductase subunit N	PF11909.10
DUF3429	DUF3429 family protein	PF11911.10
DUF3431	DUF3431 domain-containing protein	PF11913.10
DUF3433	DUF3433 domain-containing protein	PF11915.10
DUF3435	DUF3435 domain-containing protein	PF11917.10
Peptidase_S41_N	N-terminal domain of Peptidase_S41 in eukaryotic IRBP	PF11918.10
DUF3440	DUF3440 domain-containing protein	PF11922.10
IAT_beta	inverse autotransporter beta domain-containing protein	PF11924.10
DUF3443	DUF3443 family protein	PF11925.10
DUF3445	DUF3445 domain-containing protein	PF11927.10
DUF3450	DUF3450 family protein	PF11932.10
DUF3455	DUF3455 domain-containing protein	PF11937.10
DUF3464	photosystem II biosynthesis protein	PF11947.10
DUF3465	DUF3465 domain-containing protein	PF11948.10
DUF3470	DUF3470 domain-containing protein	PF11953.10
DUF3472	DUF3472 domain-containing protein	PF11958.10
DUF3474	DUF3474 domain-containing protein	PF11960.10
Peptidase_G2	peptidase G2 autoproteolytic cleavage domain-containing protein	PF11962.10
RecO_N	recombination protein O N-terminal domain-containing protein	PF11967.10
NQRA_SLBB	NQRA C-terminal domain	PF11973.10
bMG3	Bacterial alpha-2-macroglobulin MG3 domain	PF11974.10
MVP_shoulder	Shoulder domain	PF11978.10
DUF3480	DUF3480 domain-containing protein	PF11979.10
DUF3482	DUF3482 domain-containing protein	PF11981.10
DUF3483	DUF3483 domain-containing protein	PF11982.10
DUF3486	DUF3486 family protein	PF11985.10
Trp_DMAT	tryptophan dimethylallyltransferase family protein	PF11991.10
DUF3489	DUF3489 domain-containing protein	PF11994.10
DUF3491	DUF3491 domain-containing protein	PF11996.10
DUF3493	photosystem II assembly family protein	PF11998.10
Glyco_trans_4_3	Glycosyl transferase family 4 group	PF12000.10
DUF3496	DUF3496 domain-containing protein	PF12001.10
DUF3499	DUF3499 family protein	PF12005.10
DUF3500	DUF3500 domain-containing protein	PF12006.10
DUF3502	DUF3502 domain-containing protein	PF12010.10
Cyclin_D1_bind	Cyclin D1-binding domain-containing protein	PF12014.10
GspH	GspH/FimT family pseudopilin	PF12019.10
DUF3515	DUF3515 family protein	PF12028.10
DUF3516	DUF3516 domain-containing protein	PF12029.10
DUF3520	DUF3520 domain-containing protein	PF12034.10
DUF3524	DUF3524 domain-containing protein	PF12038.10
DUF3526	DUF3526 domain-containing protein	PF12040.10
Metallopep	Putative peptidase family	PF12044.10
DUF3530	DUF3530 family protein	PF12048.10
DUF3535	DUF3535 domain-containing protein	PF12054.10
DUF3540	DUF3540 domain-containing protein	PF12059.10
DUF3541	DUF3541 domain-containing protein	PF12060.10
DUF3549	DUF3549 family protein	PF12069.10
DUF3553	DUF3553 domain-containing protein	PF12073.10
DUF3556	DUF3556 domain-containing protein	PF12077.10
GldM_C	GldM family protein	PF12080.10
GldM_N	GldM N-terminal domain	PF12081.10
DUF3560	DUF3560 domain-containing protein	PF12083.10
DUF3562	DUF3562 domain-containing protein	PF12085.10
DUF3565	DUF3565 domain-containing protein	PF12088.10
DUF3568	DUF3568 family protein	PF12092.10
DUF3570	DUF3570 domain-containing protein	PF12094.10
DUF3572	DUF3572 family protein	PF12096.10
DUF3575	DUF3575 domain-containing protein	PF12099.10
DUF3576	DUF3576 domain-containing protein	PF12100.10
Lipl32	LipL32 family surface lipoprotein	PF12103.10
SpoU_methylas_C	SpoU, rRNA methylase, C-terminal	PF12105.10
Colicin_E5	colicin E5-related ribonuclease	PF12106.10
DUF3579	DUF3579 domain-containing protein	PF12112.10
SprA-related	putative metalloprotease CJM1_0395 family protein	PF12118.10
Arr-ms	NAD(+)--rifampin ADP-ribosyltransferase	PF12120.10
YdfA_immunity	flotillin-like FloA family protein	PF12127.10
PPO1_DWL	Polyphenol oxidase middle domain	PF12142.10
