L1	L2	L3	L4	KO	Function	EC	Count
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K03786	aroQ, qutE; 3-dehydroquinate dehydratase II	4.2.1.10	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K03786	aroQ, qutE; 3-dehydroquinate dehydratase II	4.2.1.10	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K03787	surE; 5'-nucleotidase	3.1.3.5	1
07_Nucleic acid metabolism	Purine metabolism			K03787	surE; 5'-nucleotidase	3.1.3.5	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
20_Hydrolysis of polymers	Mannose			K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
21_Cellular response to stress	Response to osmotic stress			K03814	mtgA; monofunctional glycosyltransferase	2.4.1.129	1
07_Nucleic acid metabolism	Purine metabolism			K03816	xpt; xanthine phosphoribosyltransferase	2.4.2.22	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03817	rimL; ribosomal-protein-serine acetyltransferase	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03817	rimL; ribosomal-protein-serine acetyltransferase	2.3.1.-	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03820	lnt; apolipoprotein N-acyltransferase	2.3.1.269	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03820	lnt; apolipoprotein N-acyltransferase	2.3.1.269	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K03821	phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03821	phbC, phaC; polyhydroxyalkanoate synthase subunit PhaC	2.3.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
20_Hydrolysis of polymers	Mannose			K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K03867	BGLUT; UDP-glucose:tetrahydrobiopterin glucosyltransferase	2.4.1.-	1
21_Cellular response to stress	Response to osmotic stress			K03885	ndh; NADH:ubiquinone reductase (H+-translocating)	7.1.1.2	1
21_Cellular response to stress	Cellular response to stress			K03981	dsbC; thiol:disulfide interchange protein DsbC	5.3.4.1	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Murein		K04042	glmU; bifunctional UDP-N-acetylglucosamine pyrophosphorylase / glucosamine-1-phosphate N-acetyltransferase	2.7.7.23 2.3.1.157	1
01_Fermentation	Acetylene degradation			K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Heterolactic fermentation			K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Mixed acid fermentation			K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol I		K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to ethanol III		K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic and solventogenic fermentation		K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum acidogenic fermentation		K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
01_Fermentation	Pyruvate Fermentation	Superpathway of clostridium acetobutylicum solventogenic fermentation		K04073	mhpF; acetaldehyde dehydrogenase	1.2.1.10	1
08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K04099	desB, galA; gallate dioxygenase	1.13.11.57	1
08_Hydrocarbon degradation	Polycyclic aromatics degradation			K04099	desB, galA; gallate dioxygenase	1.13.11.57	1
08_Hydrocarbon degradation	Polycyclic aromatic hydrocarbon degradation			K04101	ligB; protocatechuate 4,5-dioxygenase, beta chain	1.13.11.8	1
18_Sulfur compounds metabolism	Chemoautotrophic oxidation of sulfur compounds	Sulfide oxidation III or sulfur oxidation I (sulfur dioxygenase)		K04101	ligB; protocatechuate 4,5-dioxygenase, beta chain	1.13.11.8	1
06_Amino acid utilization biosynthesis metabolism	Transamination			K04487	iscS, NFS1; cysteine desulfurase	2.8.1.7	1
21_Cellular response to stress	Cellular response to stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	1
21_Cellular response to stress	Response to oxidative stress			K04564	SOD2; superoxide dismutase, Fe-Mn family	1.15.1.1	1
21_Cellular response to stress	Cellular response to stress			K04565	SOD1; superoxide dismutase, Cu-Zn family	1.15.1.1	1
21_Cellular response to stress	Response to oxidative stress			K04565	SOD1; superoxide dismutase, Cu-Zn family	1.15.1.1	1
07_Nucleic acid metabolism	Pyrimidine metabolism			K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
07_Nucleic acid metabolism	Purine metabolism			K04765	mazG; nucleoside triphosphate diphosphatase	3.6.1.9	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase	5.4.99.16 3.2.1.1	1
20_Hydrolysis of polymers	Starch			K05343	treS; maltose alpha-D-glucosyltransferase / alpha-amylase	5.4.99.16 3.2.1.1	1
20_Hydrolysis of polymers	Xylose			K05351	E1.1.1.9; D-xylulose reductase	1.1.1.9	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine, tyrosine and tryptophan biosynthesis			K05358	quiA; quinate dehydrogenase (quinone)	1.1.5.8	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	PEP		K05358	quiA; quinate dehydrogenase (quinone)	1.1.5.8	1
09_Carbohydrate Active enzyme - CAZy	Glycosyltransferase			K05365	mrcB; penicillin-binding protein 1B	2.4.1.129 3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05365	mrcB; penicillin-binding protein 1B	2.4.1.129 3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Mucin type O-glycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	N-glycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
20_Hydrolysis of polymers	Mannose			K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
21_Cellular response to stress	Response to osmotic stress			K05366	mrcA; penicillin-binding protein 1A	2.4.1.129 3.4.16.4	1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05548	benK; MFS transporter, AAHS family, benzoate transport protein		1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K05549	benA-xylX; benzoate/toluate 1,2-dioxygenase subunit alpha	1.14.12.10 1.14.12.-	1
08_Hydrocarbon degradation	Aromatic carboxylic acid degradation			K05550	benB-xylY; benzoate/toluate 1,2-dioxygenase subunit beta	1.14.12.10 1.14.12.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05590	srmB; ATP-dependent RNA helicase SrmB	3.6.4.13	1
21_Cellular response to stress	Cellular response to osmotic stress			K05592	deaD, cshA; ATP-dependent RNA helicase DeaD	3.6.4.13	1
06_Amino acid utilization biosynthesis metabolism	Alanine, aspartate and glutamate metabolism (contain asparagin as well)			K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
06_Amino acid utilization biosynthesis metabolism	D-glutamine and D-glutamate metabolism			K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
06_Amino acid utilization biosynthesis metabolism	Arginine and proline metabolism			K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
11_Nitrogen cycle	Ammonia assimilation			K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
11_Nitrogen cycle	Ammonia assimilation			K05597	aspQ, ansB, ansA; glutamin-(asparagin-)ase	3.5.1.38	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K05603	hutF; formimidoylglutamate deiminase	3.5.3.13	1
06_Amino acid utilization biosynthesis metabolism	Valine, leucine and isoleucine degradation			K05605	HIBCH; 3-hydroxyisobutyryl-CoA hydrolase	3.1.2.4	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05710	hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component		1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05713	mhpB; 2,3-dihydroxyphenylpropionate 1,2-dioxygenase	1.13.11.16	1
06_Amino acid utilization biosynthesis metabolism	Phenylalanine metabolism			K05714	mhpC; 2-hydroxy-6-oxonona-2,4-dienedioate hydrolase	3.7.1.14	1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Aromatic acid:h+ symporter (AAhs) family [tc:2.A.1.15]	K05819	mhpT; MFS transporter, AAHS family, 3-hydroxyphenylpropionic acid transporter		1
12_Transporters	Major Facilitator superfamily (MFS)	Organic acid transporters	Phenylproprionate permease (ppp) [tc:2.A.1.27]	K05820	hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter		1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05878	dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK	2.7.1.121	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K05879	dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL	2.7.1.121	1
06_Amino acid utilization biosynthesis metabolism	Cysteine and methionine metabolism			K05884	comC; L-2-hydroxycarboxylate dehydrogenase (NAD+)	1.1.1.337	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K05884	comC; L-2-hydroxycarboxylate dehydrogenase (NAD+)	1.1.1.337	1
09_Carbohydrate Active enzyme - CAZy	Glycoside hydrolase			K05989	ramA; alpha-L-rhamnosidase	3.2.1.40	1
01_Fermentation	Pyruvate Fermentation	Pyruvate fermentation to lactate		K06044	treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase	5.4.99.15	1
21_Cellular response to stress	Cellular response to osmotic stress			K06130	LYPLA2; lysophospholipase II	3.1.1.5	1
21_Cellular response to stress	Response to osmotic stress			K06130	LYPLA2; lysophospholipase II	3.1.1.5	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Cysteine and methionine		K06134	COQ7; 3-demethoxyubiquinol 3-hydroxylase	1.14.99.60	1
21_Cellular response to stress	Cellular response to stress			K06134	COQ7; 3-demethoxyubiquinol 3-hydroxylase	1.14.99.60	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K06153	bacA; undecaprenyl-diphosphatase	3.6.1.27	1
21_Cellular response to stress	Response to nitrosative stress			K06153	bacA; undecaprenyl-diphosphatase	3.6.1.27	1
13_Hydrogen metabolism	Hydrogen oxidation aerobic			K06281	hyaB, hybC; hydrogenase large subunit	1.12.99.6	1
13_Hydrogen metabolism	Hydrogen production			K06281	hyaB, hybC; hydrogenase large subunit	1.12.99.6	1
13_Hydrogen metabolism	Hydrogen oxidation aerobic			K06282	hyaA, hybO; hydrogenase small subunit	1.12.99.6	1
13_Hydrogen metabolism	Hydrogen production			K06282	hyaA, hybO; hydrogenase small subunit	1.12.99.6	1
12_Transporters	ABC transporters, prokaryotic type	Mineral and organic ion transporters	Putative tungstate transporter [mD:m00186]	K06857	tupC, vupC; tungstate transport system ATP-binding protein	7.3.2.6	1
12_Transporters	ABC transporters, prokaryotic type	 metallic cation, iron-siderophore and vitamin b12 transporters	Vitamin b12 transporter [mD:m00241]	K06858	btuF; vitamin B12 transport system substrate-binding protein		1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K06861	lptB; lipopolysaccharide export system ATP-binding protein	7.5.2.5	1
12_Transporters	Major Facilitator superfamily (MFS)	Sugar transporters	Purine transporter (AzgA) family [tc:2.A.1.40]	K06901	pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease		1
08_Hydrocarbon degradation	Chlorinated aromatics degradation			K06912	tfdA; alpha-ketoglutarate-dependent 2,4-dichlorophenoxyacetate dioxygenase	1.14.11.-	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase	2.1.1.192	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K06941	rlmN; 23S rRNA (adenine2503-C2)-methyltransferase	2.1.1.192	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Lipopolysaccharide biosynthesis		K06949	rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase	3.6.1.- 3.1.3.100	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase	2.1.1.186	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K06968	rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase	2.1.1.186	1
02_Homoacetogenesis	Reductive acetyl coenzyme A pathway			K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase	2.1.1.191	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K06969	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase	2.1.1.191	1
12_Transporters	ABC transporters, prokaryotic type	ABC-2 type and other transporters	Lipopolysaccharide transporter [mD:m00320]	K07091	lptF; lipopolysaccharide export system permease protein		1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Histidine		K07127	uraH, pucM, hiuH; 5-hydroxyisourate hydrolase	3.5.2.17	1
07_Nucleic acid metabolism	Purine metabolism			K07127	uraH, pucM, hiuH; 5-hydroxyisourate hydrolase	3.5.2.17	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	3.4.16.4	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6)	3.4.16.4	1
06_Amino acid utilization biosynthesis metabolism	Amino acid biosynthesis precursor pyruvate and oxaloacetate	Oxaloacetate to aspartate and asparagine		K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)	3.4.16.4 3.4.21.-	1
19_Saccharide and derivated synthesis	Polysaccharide biosynthesis and assembly of cell surface structure	Peptidoglycan biosynthesis		K07259	dacB; serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4)	3.4.16.4 3.4.21.-	1
21_Cellular response to stress	Cellular response to stress			K07304	msrA; peptide-methionine (S)-S-oxide reductase	1.8.4.11	1
21_Cellular response to stress	Response to nitrosative stress			K07304	msrA; peptide-methionine (S)-S-oxide reductase	1.8.4.11	1
21_Cellular response to stress	Response to oxidative stress			K07304	msrA; peptide-methionine (S)-S-oxide reductase	1.8.4.11	1
