ID	Function	Gene
TIGR03007	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily	
TIGR03008	CAAX prenyl protease-related protein	
TIGR03009	Planctomycetes uncharacterized domain TIGR03009	
TIGR03010	sulfur relay protein TusC/DsrF	tusC
TIGR03011	sulfur relay protein TusB/DsrH	dsrH
TIGR03012	sulfur relay protein TusD/DsrE	tusD
TIGR03013	sugar transferase, PEP-CTERM system associated	
TIGR03014	exopolysaccharide biosynthesis operon protein EpsL	epsL
TIGR03015	putative secretion ATPase, PEP-CTERM locus subfamily	
TIGR03016	uncharacterized protein, PEP-CTERM system associated	
TIGR03017	chain length determinant protein EpsF	epsF
TIGR03018	exopolysaccharide/PEP-CTERM locus tyrosine autokinase	
TIGR03019	FemAB-related protein, PEP-CTERM system-associated	
TIGR03020	transcriptional regulator EpsA	epsA
TIGR03021	type IV pilus biogenesis protein PilP	pilP
TIGR03022	undecaprenyl-phosphate galactose phosphotransferase WbaP	wbaP
TIGR03023	undecaprenyl-phosphate glucose phosphotransferase	
TIGR03024	PEF-CTERM protein sorting domain	
TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	
TIGR03026	nucleotide sugar dehydrogenase	
TIGR03027	putative polysaccharide export protein, PEP-CTERM sytem-associated	
TIGR03028	polysaccharide export protein EpsE	epsE
TIGR03029	chain length determinant protein tyrosine kinase EpsG	epsG
TIGR03030	cellulose synthase catalytic subunit (UDP-forming)	bcsA
TIGR03031	CRISPR system subtype II-B RNA-guided endonuclease Cas9/Csx12	cas9
TIGR03032	TIGR03032 family protein	
TIGR03033	putative phage-type endonuclease	
TIGR03034	conserved hypothetical protein	
TIGR03035	arylformamidase	kynB
TIGR03036	tryptophan 2,3-dioxygenase	kynA
TIGR03037	3-hydroxyanthranilate 3,4-dioxygenase	nbaC
TIGR03038	photosystem II reaction center protein PsbM	psbM
TIGR03039	photosystem II chlorophyll-binding protein CP47	psbB
TIGR03041	chlorophyll a/b binding light-harvesting protein	
TIGR03042	photosystem II protein PsbQ	psbQ
TIGR03043	photosystem II core protein PsbZ	psbZ
TIGR03044	photosystem II protein Psb27	psb27
TIGR03045	cytochrome c-550	psbV
TIGR03046	photosystem II cytochrome PsbV2	psbV2
TIGR03047	photosystem II reaction center protein Psb28	psb28
TIGR03048	photosystem I iron-sulfur protein PsaC	psaC
TIGR03049	photosystem I reaction center subunit PsaK	psaK
TIGR03050	photosystem I reaction center PsaK	psaK
TIGR03051	photosystem I reaction center subunit V	psaG
TIGR03052	photosystem I reaction center subunit VIII	psaI
TIGR03053	photosystem I reaction center subunit XII	psaM
TIGR03054	putative photosynthetic complex assembly protein	
TIGR03055	putative photosynthetic complex assembly protein 2	
TIGR03056	putative magnesium chelatase accessory protein	
TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats	
TIGR03058	chlorosome envelope protein H	csmH
TIGR03059	photosystem I protein PsaO	psaO
TIGR03060	photosystem II biogenesis protein Psp29	psb29
TIGR03061	YhgE/Pip N-terminal domain	
TIGR03062	YhgE/Pip C-terminal domain	
TIGR03063	sortase B cell surface sorting signal	
TIGR03064	sortase, SrtB family	srtB
TIGR03065	sortase B signal domain, QVPTGV class	
TIGR03066	Gemmata obscuriglobus paralogous family TIGR03066	
TIGR03067	Planctomycetes uncharacterized domain TIGR03067	
TIGR03068	sortase B signal domain, NPQTN class	
TIGR03069	photosystem II S4 domain protein	
TIGR03070	transcriptional regulator, y4mF family	
TIGR03071	HipA N-terminal domain	
TIGR03072	putative peptide chain release factor H	prfH
TIGR03073	release factor H-coupled RctB family protein	
TIGR03074	membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family	
TIGR03075	PQQ-dependent dehydrogenase, methanol/ethanol family	
TIGR03076	chlamydial GcvH-like protein upstream region protein	
TIGR03077	glycine cleavage protein H-like protein	
TIGR03078	methane monooxygenase/ammonia monooxygenase, subunit C	
TIGR03079	methane monooxygenase/ammonia monooxygenase, subunit B	
TIGR03080	methane monooxygenase/ammonia monooxygenase, subunit A	
TIGR03081	methylmalonyl-CoA epimerase	mce
TIGR03082	membrane protein AbrB duplication	
TIGR03083	uncharacterized Actinobacterial protein TIGR03083	
TIGR03084	TIGR03084 family protein	
TIGR03085	TIGR03085 family protein	
TIGR03086	TIGR03086 family protein	
TIGR03087	sugar transferase, PEP-CTERM/EpsH1 system associated	
TIGR03088	sugar transferase, PEP-CTERM/EpsH1 system associated	
TIGR03089	TIGR03089 family protein	
TIGR03090	small, acid-soluble spore protein tlp	tlp
TIGR03091	small, acid-soluble spore protein K	sspK
TIGR03092	small, acid-soluble spore protein I	sspI
TIGR03093	small, acid-soluble spore protein L	sspL
TIGR03094	sulfocyanin	
TIGR03095	rusticyanin	
TIGR03096	nitrosocyanin	
TIGR03097	probable O-glycosylation ligase, exosortase A-associated	
TIGR03098	acyl-CoA ligase (AMP-forming), exosortase A-associated	
TIGR03099	pyridoxal-dependent decarboxylase, exosortase A system-associated	
TIGR03100	exosortase A system-associated hydrolase 1	
TIGR03101	exosortase A system-associated hydrolase 2	
TIGR03102	halocyanin domain	
TIGR03103	GNAT-family acetyltransferase TIGR03103	
TIGR03104	asparagine synthase family amidotransferase	
TIGR03105	glutamine synthetase, type III	glnT
TIGR03106	hydrolase, peptidase M42 family	
TIGR03107	glutamyl aminopeptidase	pepA
TIGR03108	exosortase A system-associated amidotransferase 1	
TIGR03109	exosortase A	xrtA
TIGR03110	exosortase family protein XrtG	xrtG
TIGR03111	putative glycosyltransferase, exosortase G-associated	
TIGR03112	6-pyruvoyl tetrahydropterin synthase-related domain	
TIGR03113	exosortase B	xrtB
TIGR03114	CRISPR type AFERR-associated protein Csf1	csf1
TIGR03115	CRISPR type IV/AFERR-associated protein Csf2	csf2
TIGR03116	CRISPR type IV/AFERR-associated protein Csf3	csf3
TIGR03117	CRISPR type AFERR-associated DEAD/DEAH-box helicase Csf4	csf4
TIGR03118	TIGR03118 family protein	
TIGR03119	formylmethanofuran--tetrahydromethanopterin N-formyltransferase	fhcD
TIGR03120	methenyltetrahydromethanopterin cyclohydrolase	mch
TIGR03121	formylmethanofuran dehydrogenase subunit A	
TIGR03122	formylmethanofuran dehydrogenase subunit C	
TIGR03123	probable H4MPT-linked C1 transfer pathway protein	
TIGR03124	holo-ACP synthase CitX	citX
TIGR03125	triphosphoribosyl-dephospho-CoA synthase CitG	citG
TIGR03126	formaldehyde-activating enzyme	fae
TIGR03127	6-phospho 3-hexuloisomerase	hxlB
TIGR03128	3-hexulose-6-phosphate synthase	hxlA
TIGR03129	formylmethanofuran dehydrogenase subunit B	
TIGR03130	malonate decarboxylase acyl carrier protein	mdcC
TIGR03131	malonate decarboxylase, epsilon subunit	mdcH
TIGR03132	triphosphoribosyl-dephospho-CoA synthase MdcB	mdcB
TIGR03133	biotin-independent malonate decarboxylase, beta subunit	mdcD
TIGR03134	biotin-independent malonate decarboxylase, gamma subunit	mdcE
TIGR03135	malonate decarboxylase holo-[acyl-carrier-protein] synthase	mdcG
TIGR03136	Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit	madB
TIGR03137	peroxiredoxin	ahpC
TIGR03138	queuine synthase	queF
TIGR03139	7-cyano-7-deazaguanine reductase	queF
TIGR03140	alkyl hydroperoxide reductase subunit F	ahpF
TIGR03141	heme exporter protein CcmD	ccmD
TIGR03142	cytochrome c-type biogenesis protein CcmI	ccmI
TIGR03143	putative alkyl hydroperoxide reductase F subunit	
TIGR03144	cytochrome c-type biogenesis protein CcsB	ccsB
TIGR03145	cytochrome c nitrate reductase biogenesis protein NrfE	nrfE
TIGR03146	cytochrome c nitrite reductase, pentaheme subunit	nrfB
TIGR03147	cytochrome c nitrite reductase, accessory protein NrfF	nrfF
TIGR03148	cytochrome c nitrite reductase, NrfD subunit	nrfD
TIGR03149	cytochrome c nitrite reductase, Fe-S protein	nrfC
TIGR03150	beta-ketoacyl-acyl-carrier-protein synthase II	fabF
TIGR03151	putative enoyl-[acyl-carrier-protein] reductase II	
TIGR03152	formate-dependent cytochrome c nitrite reductase, c552 subunit	nrfA
TIGR03153	cytochrome c nitrite reductase, small subunit	nrfH
TIGR03154	cytochrome b558/566, subunit A	cbsA
TIGR03155	cytochrome b558/566, subunit B	cbsB
TIGR03156	GTP-binding protein HflX	hflX
TIGR03157	CRISPR type I-D/CYANO-associated protein Csc2	csc2
TIGR03158	CRISPR-associated helicase Cas3, subtype CYANO	cas3
TIGR03159	CRISPR type I-D/CYANO-associated protein Csc1	csc1
TIGR03160	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT
TIGR03161	alpha-ribazole phosphatase CobZ	cobZ
TIGR03162	alpha-ribazole phosphatase	cobC
TIGR03164	OHCU decarboxylase	uraD
TIGR03165	F1/F0 ATPase, Methanosarcina type, subunit 2	
TIGR03166	alternate F1F0 ATPase, F1 subunit epsilon	
TIGR03167	tRNA 2-selenouridine synthase	selU
TIGR03168	hexose kinase, 1-phosphofructokinase family	
TIGR03169	pyridine nucleotide-disulfide oxidoreductase family protein	
TIGR03170	flagella basal body P-ring formation protein FlgA	flgA
TIGR03171	Rieske iron-sulfur protein SoxL2	soxL2
TIGR03172	putative selenium-dependent hydroxylase accessory protein YqeC	yqeC
TIGR03173	xanthine permease	pbuX
TIGR03174	CRISPR type I-D/CYANO-associated protein Csc3/Cas10d	csc3
TIGR03175	ureidoglycolate dehydrogenase	allD
TIGR03176	allantoate amidohydrolase	allC
TIGR03177	Flp pilus assembly protein CpaB	cpaB
TIGR03178	allantoinase	allB
TIGR03180	OHCU decarboxylase	uraD
TIGR03181	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA
TIGR03182	pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit	pdhA
TIGR03183	putative sulfurtransferase DndC	dndC
TIGR03184	DNA sulfur modification protein DndE	dndE
TIGR03185	DNA sulfur modification protein DndD	dndD
TIGR03186	alpha-ketoglutarate dehydrogenase	mdeB
TIGR03187	DGQHR domain	
TIGR03188	phosphoribosyl-ATP diphosphatase	hisE
TIGR03189	cyclohexa-1,5-dienecarbonyl-CoA hydratase	
TIGR03190	benzoyl-CoA reductase, bzd-type, N subunit	bzdN
TIGR03191	benzoyl-CoA reductase, bzd-type, O subunit	bzdO
TIGR03192	benzoyl-CoA reductase, bzd-type, Q subunit	bzdQ
TIGR03193	4-hydroxybenzoyl-CoA reductase, gamma subunit	hcrC
TIGR03194	4-hydroxybenzoyl-CoA reductase, alpha subunit	hcrA
TIGR03195	4-hydroxybenzoyl-CoA reductase, beta subunit	hcrB
TIGR03196	xanthine dehydrogenase D subunit	pucD
TIGR03197	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain	mnmC
TIGR03198	xanthine dehydrogenase E subunit	pucE
TIGR03199	xanthine dehydrogenase C subunit	pucC
TIGR03200	6-oxocyclohex-1-ene-1-carbonyl-CoA hydrolase	oah
TIGR03201	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	had
TIGR03202	xanthine dehydrogenase accessory protein pucB	pucB
TIGR03203	pimeloyl-CoA dehydrogenase, small subunit	pimD
TIGR03204	pimeloyl-CoA dehydrogenase, large subunit	pimC
TIGR03205	dicarboxylate--CoA ligase PimA	pimA
TIGR03206	2-hydroxycyclohexanecarboxyl-CoA dehydrogenase	badH
TIGR03207	cyclohexanecarboxyl-CoA dehydrogenase	aliB
TIGR03208	cyclohexanecarboxylate-CoA ligase	aliA
TIGR03209	transcriptional regulator BotR, P-21	botR
TIGR03210	2-ketocyclohexanecarboxyl-CoA hydrolase	badI
TIGR03211	catechol 2,3 dioxygenase	
TIGR03212	putative urate catabolism protein	
TIGR03213	2,3-dihydroxybiphenyl 1,2-dioxygenase	bphC
TIGR03214	putative allantoin catabolism protein	
TIGR03215	acetaldehyde dehydrogenase (acetylating)	
TIGR03216	2-hydroxymuconic semialdehyde dehydrogenase	
TIGR03217	4-hydroxy-2-oxovalerate aldolase	dmpG
TIGR03218	4-oxalocrotonate decarboxylase	dmpH
TIGR03219	salicylate 1-monooxygenase	salA
TIGR03220	2-oxopent-4-enoate hydratase	dmpE
TIGR03221	muconolactone delta-isomerase	catC
TIGR03222	benzoyl-CoA-dihydrodiol lyase	boxC
TIGR03223	putative phosphonate metabolism protein	
TIGR03224	benzoyl-CoA oxygenase/reductase, BoxA protein	boxA
TIGR03225	benzoyl-CoA oxygenase, B subunit	boxB
TIGR03226	2-aminoethylphosphonate ABC transporter, permease protein	phnU
TIGR03227	2-aminoethylphosphonate ABC transporter, 2-aminoethylphosphonate binding protein	phnS
TIGR03228	anthranilate 1,2-dioxygenase, large subunit	antA
TIGR03229	benzoate 1,2-dioxygenase, large subunit	benA
TIGR03230	lipoprotein lipase	
TIGR03231	anthranilate 1,2-dioxygenase, small subunit	antB
TIGR03232	benzoate 1,2-dioxygenase, small subunit	benB
TIGR03233	DNA sulfur modification protein DndB	dndB
TIGR03234	hydroxypyruvate isomerase	hyi
TIGR03235	cysteine desulfurase DndA	dndA
TIGR03236	DNA phosphorothioation-dependent restriction protein DptG	dptG
TIGR03237	DNA phosphorothioation-dependent restriction protein DptH	dptH
TIGR03238	DNA phosphorothioation-dependent restriction protein DptF	dptF
TIGR03239	2-dehydro-3-deoxyglucarate aldolase	garL
TIGR03240	succinylglutamate-semialdehyde dehydrogenase	astD
TIGR03241	succinylarginine dihydrolase	astB
TIGR03242	succinylglutamate desuccinylase	astE
TIGR03243	arginine and ornithine succinyltransferase subunits	
TIGR03244	arginine N-succinyltransferase	astA
TIGR03245	arginine/ornithine succinyltransferase, alpha subunit	aruF
TIGR03246	succinylornithine transaminase family	astC
TIGR03247	glucarate dehydratase	gudD
TIGR03248	galactarate dehydratase	garD
TIGR03249	5-dehydro-4-deoxyglucarate dehydratase	kdgD
TIGR03250	putative phosphonoacetaldehyde dehydrogenase	phnY
TIGR03251	L-lysine 6-transaminase	lat
TIGR03252	uncharacterized HhH-GPD family protein	
TIGR03253	formyl-CoA transferase	frc
TIGR03254	oxalyl-CoA decarboxylase	oxc
TIGR03255	2-aminoethylphosphonate ABC transport system, membrane component PhnV	phnV
TIGR03256	methyl-coenzyme M reductase, alpha subunit	mcrA
TIGR03257	methyl-coenzyme M reductase, beta subunit	mcrB
TIGR03258	2-aminoethylphosphonate ABC transport system, ATP-binding component PhnT	phnT
TIGR03259	methyl-coenzyme M reductase, gamma subunit	mcrG
TIGR03260	methyl-coenzyme M reductase operon protein D	mcrD
TIGR03261	putative 2-aminoethylphosphonate ABC transporter, periplasmic 2-aminoethylphosphonate-binding protein	
TIGR03262	putative 2-aminoethylphosphonate ABC transporter, permease protein	
TIGR03263	guanylate kinase	gmk
TIGR03264	methyl-coenzyme M reductase I operon protein C	mcrC
TIGR03265	putative 2-aminoethylphosphonate ABC transporter, ATP-binding protein	
TIGR03266	putative methanogenesis marker protein 1	
TIGR03267	putative methanogenesis marker protein 2	
TIGR03268	putative methanogenesis marker protein 3	
TIGR03269	methyl coenzyme M reductase system, component A2	atwA
TIGR03270	putative methanogen marker protein 4	
TIGR03271	putative methanogenesis marker protein 5	
TIGR03272	putative methanogenesis marker protein 6	
TIGR03274	putative methanogenesis marker protein 7	
TIGR03275	putative methanogenesis marker protein 8	
TIGR03276	phosphonate degradation operons associated HDIG domain protein	
TIGR03277	putative methanogenesis marker domain 9	
TIGR03278	methanogenesis marker radical SAM protein	
TIGR03279	putative radical SAM enzyme, TIGR03279 family	
TIGR03280	methanogenesis imperfect marker protein 11	
TIGR03281	putative methanogenesis marker protein 12	
TIGR03282	putative methanogenesis marker 13 metalloprotein	
TIGR03283	thymidylate synthase, methanogen type	
TIGR03284	thymidylate synthase	thyA
TIGR03285	putative methanogenesis marker protein 14	
TIGR03286	putative methanogenesis marker protein 15	
TIGR03287	putative methanogenesis marker 16 metalloprotein	
TIGR03288	CoB--CoM heterodisulfide reductase, subunit B	hdrB
TIGR03289	coenzyme F420 hydrogenase, subunit beta	frhB
TIGR03290	CoB--CoM heterodisulfide reductase, subunit C	hdrC
TIGR03291	putative methanogenesis marker protein 17	
TIGR03292	phosphonate C-P lyase system protein PhnH	phnH
TIGR03293	phosphonate C-P lyase system protein PhnG	phnG
TIGR03294	coenzyme F420 hydrogenase, subunit gamma	frhG
TIGR03295	coenzyme F420 hydrogenase, subunit alpha	frhA
TIGR03296	M6 family metalloprotease domain	
TIGR03297	phosphonopyruvate decarboxylase	aepY
TIGR03298	transcriptional regulator, ArgP family	argP
TIGR03299	phage/plasmid-like protein TIGR03299	
TIGR03300	outer membrane assembly lipoprotein YfgL	yfgL
TIGR03301	2-aminoethylphosphonate aminotransferase	
TIGR03302	outer membrane assembly lipoprotein YfiO	yfiO
TIGR03303	outer membrane protein assembly complex, YaeT protein	yaeT
TIGR03304	outer membrane insertion C-terminal signal	
TIGR03305	alternate F1F0 ATPase, F1 subunit beta	
TIGR03306	alternate F1F0 ATPase, F0 subunit A	
TIGR03307	phosphonate metabolism protein PhnP	phnP
TIGR03308	phosphonate metabolim protein, transferase hexapeptide repeat family	
TIGR03309	selenium-dependent molybdenum hydroxylase system protein, YqeB family	
TIGR03310	molybdenum cofactor cytidylyltransferase	mocA
TIGR03311	selenium-dependent xanthine dehydrogenase	xdh
TIGR03312	probable selenate reductase, FAD-binding subunit	ygfM
TIGR03313	probable selenate reductase, molybdenum-binding subunit	
TIGR03314	putative selenium metabolism protein SsnA	ssnA
TIGR03315	putative selenate reductase, YgfK subunit	ygfK
TIGR03316	knotted carbamoyltransferase YgeW	ygeW
TIGR03317	folate-binding protein YgfZ	ygfZ
TIGR03318	putative selenium-binding protein YdfZ	ydfZ
TIGR03319	ribonuclease Y	rny
TIGR03321	alternate F1F0 ATPase, F0 subunit B	
TIGR03322	alternate F1F0 ATPase, F0 subunit C	
TIGR03323	alternate F1F0 ATPase, F1 subunit gamma	
TIGR03324	alternate F1F0 ATPase, F1 subunit alpha	
TIGR03325	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase	bphB
TIGR03326	ribulose bisphosphate carboxylase, type III	rbcL
TIGR03327	AMP phosphorylase	
TIGR03328	methylthioribulose-1-phosphate dehydratase	mtnB
TIGR03329	putative aminophosphonate oxidoreductase	
TIGR03330	S-adenosylmethionine decarboxylase proenzyme	speD
TIGR03331	S-adenosylmethionine decarboxylase proenzyme	speD
TIGR03332	2,3-diketo-5-methylthiopentyl-1-phosphate enolase	mtnW
TIGR03333	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase	mtnX
TIGR03334	indolepyruvate ferredoxin oxidoreductase, beta subunit	iorB
TIGR03335	coenzyme F390 synthetase	ftsA
TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit	iorA
TIGR03337	phosphonate utilization transcriptional regulator PhnR	phnR
TIGR03338	phosphonate utilization associated transcriptional regulator	
TIGR03339	aminoethylphosphonate catabolism associated LysR family transcriptional regulator	
TIGR03340	phosphonate utilization associated putative membrane protein	
TIGR03341	IscR-regulated protein YhgI	yhgI
TIGR03342	sulfur relay protein, TusE/DsrC/DsvC family	tusE
TIGR03343	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	bphD
TIGR03344	type VI secretion system effector, Hcp1 family	
TIGR03345	type VI secretion ATPase, ClpV1 family	clpV
TIGR03346	ATP-dependent chaperone protein ClpB	clpB
