L1	ID	Function	EC
unknown function	phrog_93268	NA	
unknown function	phrog_93269	NA	
unknown function	phrog_93270	NA	
unknown function	phrog_93271	NA	
unknown function	phrog_93272	NA	
unknown function	phrog_93273	NA	
unknown function	phrog_93274	NA	
unknown function	phrog_93275	NA	
unknown function	phrog_93276	NA	
unknown function	phrog_93277	NA	
unknown function	phrog_93278	NA	
unknown function	phrog_93279	NA	
unknown function	phrog_93280	NA	
unknown function	phrog_93281	NA	
unknown function	phrog_93282	NA	
unknown function	phrog_93283	NA	
unknown function	phrog_93284	NA	
unknown function	phrog_93285	NA	
unknown function	phrog_93286	NA	
unknown function	phrog_93287	NA	
unknown function	phrog_93288	NA	
unknown function	phrog_93289	NA	
unknown function	phrog_93290	NA	
unknown function	phrog_93291	NA	
unknown function	phrog_93292	NA	
unknown function	phrog_93293	NA	
unknown function	phrog_93294	NA	
unknown function	phrog_93295	NA	
unknown function	phrog_93296	NA	
unknown function	phrog_93297	NA	
unknown function	phrog_93298	NA	
unknown function	phrog_93299	NA	
unknown function	phrog_93300	NA	
unknown function	phrog_93301	NA	
unknown function	phrog_93302	NA	
unknown function	phrog_93303	NA	
unknown function	phrog_93304	NA	
unknown function	phrog_93305	NA	
unknown function	phrog_93306	NA	
unknown function	phrog_93307	NA	
unknown function	phrog_93308	NA	
unknown function	phrog_93309	NA	
unknown function	phrog_93310	NA	
head and packaging	phrog_93311	virion structural protein	
unknown function	phrog_93312	NA	
unknown function	phrog_93313	NA	
unknown function	phrog_93314	NA	
unknown function	phrog_93315	NA	
unknown function	phrog_93316	NA	
unknown function	phrog_93317	NA	
unknown function	phrog_93318	NA	
unknown function	phrog_93319	NA	
unknown function	phrog_93320	NA	
unknown function	phrog_93321	NA	
unknown function	phrog_93322	NA	
unknown function	phrog_93323	NA	
unknown function	phrog_93324	NA	
unknown function	phrog_93325	NA	
unknown function	phrog_93326	NA	
unknown function	phrog_93327	NA	
unknown function	phrog_93328	NA	
unknown function	phrog_93329	NA	
unknown function	phrog_93330	NA	
unknown function	phrog_93331	NA	
unknown function	phrog_93332	NA	
unknown function	phrog_93333	NA	
unknown function	phrog_93334	NA	
unknown function	phrog_93335	NA	
unknown function	phrog_93336	NA	
unknown function	phrog_93337	NA	
unknown function	phrog_93338	NA	
unknown function	phrog_93339	NA	
unknown function	phrog_93340	NA	
unknown function	phrog_93341	NA	
unknown function	phrog_93342	NA	
unknown function	phrog_93343	NA	
unknown function	phrog_93344	NA	
unknown function	phrog_93345	NA	
unknown function	phrog_93346	NA	
unknown function	phrog_93347	NA	
unknown function	phrog_93348	NA	
unknown function	phrog_93349	NA	
unknown function	phrog_93350	NA	
unknown function	phrog_93351	NA	
unknown function	phrog_93352	NA	
unknown function	phrog_93353	NA	
unknown function	phrog_93354	NA	
unknown function	phrog_93355	NA	
unknown function	phrog_93356	NA	
unknown function	phrog_93357	NA	
unknown function	phrog_93358	NA	
unknown function	phrog_93359	NA	
unknown function	phrog_93360	NA	
unknown function	phrog_93361	NA	
unknown function	phrog_93362	NA	
unknown function	phrog_93363	NA	
unknown function	phrog_93364	NA	
unknown function	phrog_93365	NA	
unknown function	phrog_93366	NA	
unknown function	phrog_93367	NA	
unknown function	phrog_93368	NA	
unknown function	phrog_93369	NA	
unknown function	phrog_93370	NA	
unknown function	phrog_93371	NA	
unknown function	phrog_93372	NA	
unknown function	phrog_93373	NA	
unknown function	phrog_93374	NA	
unknown function	phrog_93375	NA	
unknown function	phrog_93376	NA	
unknown function	phrog_93377	NA	
unknown function	phrog_93378	NA	
unknown function	phrog_93379	NA	
unknown function	phrog_93380	NA	
unknown function	phrog_93381	NA	
unknown function	phrog_93382	NA	
unknown function	phrog_93383	NA	
unknown function	phrog_93384	NA	
unknown function	phrog_93385	NA	
unknown function	phrog_93386	NA	
unknown function	phrog_93387	NA	
unknown function	phrog_93388	NA	
unknown function	phrog_93389	NA	
unknown function	phrog_93390	NA	
unknown function	phrog_93391	NA	
unknown function	phrog_93392	NA	
unknown function	phrog_93393	NA	
unknown function	phrog_93394	NA	
unknown function	phrog_93395	NA	
unknown function	phrog_93396	NA	
unknown function	phrog_93397	NA	
unknown function	phrog_93398	NA	
unknown function	phrog_93399	NA	
unknown function	phrog_93400	NA	
unknown function	phrog_93401	NA	
unknown function	phrog_93402	NA	
unknown function	phrog_93403	NA	
unknown function	phrog_93404	NA	
unknown function	phrog_93405	NA	
unknown function	phrog_93406	NA	
unknown function	phrog_93407	NA	
unknown function	phrog_93408	NA	
unknown function	phrog_93409	NA	
unknown function	phrog_93410	NA	
unknown function	phrog_93411	NA	
unknown function	phrog_93412	NA	
unknown function	phrog_93413	NA	
unknown function	phrog_93414	NA	
unknown function	phrog_93415	NA	
unknown function	phrog_93416	NA	
unknown function	phrog_93417	NA	
unknown function	phrog_93418	NA	
unknown function	phrog_93419	NA	
unknown function	phrog_93420	NA	
unknown function	phrog_93421	NA	
unknown function	phrog_93422	NA	
unknown function	phrog_93423	NA	
unknown function	phrog_93424	NA	
unknown function	phrog_93425	NA	
unknown function	phrog_93426	NA	
unknown function	phrog_93427	NA	
unknown function	phrog_93428	NA	
unknown function	phrog_93429	NA	
unknown function	phrog_93430	NA	
unknown function	phrog_93431	NA	
unknown function	phrog_93432	NA	
unknown function	phrog_93433	NA	
unknown function	phrog_93434	NA	
unknown function	phrog_93435	NA	
unknown function	phrog_93436	NA	
unknown function	phrog_93437	NA	
unknown function	phrog_93438	NA	
unknown function	phrog_93439	NA	
unknown function	phrog_93440	NA	
unknown function	phrog_93441	NA	
unknown function	phrog_93442	NA	
unknown function	phrog_93443	NA	
unknown function	phrog_93444	NA	
unknown function	phrog_93445	NA	
unknown function	phrog_93446	NA	
unknown function	phrog_93447	NA	
unknown function	phrog_93448	NA	
unknown function	phrog_93449	NA	
unknown function	phrog_93450	NA	
unknown function	phrog_93451	NA	
unknown function	phrog_93452	NA	
unknown function	phrog_93453	NA	
unknown function	phrog_93454	NA	
unknown function	phrog_93455	NA	
unknown function	phrog_93456	NA	
unknown function	phrog_93457	NA	
unknown function	phrog_93458	NA	
unknown function	phrog_93459	NA	
unknown function	phrog_93460	NA	
unknown function	phrog_93461	NA	
unknown function	phrog_93462	NA	
unknown function	phrog_93463	NA	
unknown function	phrog_93464	NA	
unknown function	phrog_93465	NA	
unknown function	phrog_93466	NA	
unknown function	phrog_93467	NA	
unknown function	phrog_93468	NA	
unknown function	phrog_93469	NA	
unknown function	phrog_93470	NA	
unknown function	phrog_93471	NA	
unknown function	phrog_93472	NA	
unknown function	phrog_93473	NA	
unknown function	phrog_93474	NA	
unknown function	phrog_93475	NA	
unknown function	phrog_93476	NA	
unknown function	phrog_93477	NA	
unknown function	phrog_93478	NA	
unknown function	phrog_93479	NA	
unknown function	phrog_93480	NA	
unknown function	phrog_93481	NA	
unknown function	phrog_93482	NA	
unknown function	phrog_93483	NA	
unknown function	phrog_93484	NA	
unknown function	phrog_93485	NA	
unknown function	phrog_93486	NA	
unknown function	phrog_93487	NA	
unknown function	phrog_93488	NA	
unknown function	phrog_93489	NA	
unknown function	phrog_93490	NA	
unknown function	phrog_93491	NA	
unknown function	phrog_93492	NA	
unknown function	phrog_93493	NA	
unknown function	phrog_93494	NA	
unknown function	phrog_93495	NA	
unknown function	phrog_93496	NA	
unknown function	phrog_93497	NA	
unknown function	phrog_93498	NA	
unknown function	phrog_93499	NA	
unknown function	phrog_93500	NA	
unknown function	phrog_93501	NA	
unknown function	phrog_93502	NA	
unknown function	phrog_93503	NA	
unknown function	phrog_93504	NA	
unknown function	phrog_93505	NA	
unknown function	phrog_93506	NA	
unknown function	phrog_93507	NA	
unknown function	phrog_93508	NA	
unknown function	phrog_93509	NA	
unknown function	phrog_93510	NA	
unknown function	phrog_93511	NA	
unknown function	phrog_93512	NA	
unknown function	phrog_93513	NA	
unknown function	phrog_93514	NA	
unknown function	phrog_93515	NA	
unknown function	phrog_93516	NA	
unknown function	phrog_93517	NA	
unknown function	phrog_93518	NA	
unknown function	phrog_93519	NA	
unknown function	phrog_93520	NA	
unknown function	phrog_93521	NA	
unknown function	phrog_93522	NA	
unknown function	phrog_93523	NA	
unknown function	phrog_93524	NA	
unknown function	phrog_93525	NA	
unknown function	phrog_93526	NA	
unknown function	phrog_93527	NA	
unknown function	phrog_93528	NA	
unknown function	phrog_93529	NA	
unknown function	phrog_93530	NA	
unknown function	phrog_93531	NA	
unknown function	phrog_93532	NA	
unknown function	phrog_93533	NA	
unknown function	phrog_93534	NA	
unknown function	phrog_93535	NA	
unknown function	phrog_93536	NA	
unknown function	phrog_93537	NA	
unknown function	phrog_93538	NA	
unknown function	phrog_93539	NA	
unknown function	phrog_93540	NA	
unknown function	phrog_93541	NA	
unknown function	phrog_93542	NA	
unknown function	phrog_93543	NA	
unknown function	phrog_93544	NA	
unknown function	phrog_93545	NA	
unknown function	phrog_93546	NA	
unknown function	phrog_93547	NA	
unknown function	phrog_93548	NA	
unknown function	phrog_93549	NA	
unknown function	phrog_93550	NA	
unknown function	phrog_93551	NA	
unknown function	phrog_93552	NA	
unknown function	phrog_93553	NA	
unknown function	phrog_93554	NA	
unknown function	phrog_93555	NA	
unknown function	phrog_93556	NA	
unknown function	phrog_93557	NA	
unknown function	phrog_93558	NA	
unknown function	phrog_93559	NA	
unknown function	phrog_93560	NA	
unknown function	phrog_93561	NA	
unknown function	phrog_93562	NA	
unknown function	phrog_93563	NA	
unknown function	phrog_93564	NA	
unknown function	phrog_93565	NA	
unknown function	phrog_93566	NA	
unknown function	phrog_93567	NA	
unknown function	phrog_93568	NA	
unknown function	phrog_93569	NA	
unknown function	phrog_93570	NA	
unknown function	phrog_93571	NA	
unknown function	phrog_93572	NA	
unknown function	phrog_93573	NA	
unknown function	phrog_93574	NA	
unknown function	phrog_93575	NA	
unknown function	phrog_93576	NA	
unknown function	phrog_93577	NA	
unknown function	phrog_93578	NA	
unknown function	phrog_93579	NA	
unknown function	phrog_93580	NA	
unknown function	phrog_93581	NA	
unknown function	phrog_93582	NA	
unknown function	phrog_93583	NA	
unknown function	phrog_93584	NA	
unknown function	phrog_93585	NA	
unknown function	phrog_93586	NA	
unknown function	phrog_93587	NA	
unknown function	phrog_93588	NA	
unknown function	phrog_93589	NA	
unknown function	phrog_93590	NA	
unknown function	phrog_93591	NA	
unknown function	phrog_93592	NA	
unknown function	phrog_93593	NA	
unknown function	phrog_93594	NA	
unknown function	phrog_93595	NA	
unknown function	phrog_93596	NA	
unknown function	phrog_93597	NA	
unknown function	phrog_93598	NA	
unknown function	phrog_93599	NA	
unknown function	phrog_93600	NA	
unknown function	phrog_93601	NA	
unknown function	phrog_93602	NA	
unknown function	phrog_93603	NA	
unknown function	phrog_93604	NA	
unknown function	phrog_93605	NA	
unknown function	phrog_93606	NA	
unknown function	phrog_93607	NA	
unknown function	phrog_93608	NA	
unknown function	phrog_93609	NA	
unknown function	phrog_93610	NA	
unknown function	phrog_93611	NA	
unknown function	phrog_93612	NA	
unknown function	phrog_93613	NA	
unknown function	phrog_93614	NA	
unknown function	phrog_93615	NA	
unknown function	phrog_93616	NA	
unknown function	phrog_93617	NA	
unknown function	phrog_93618	NA	
unknown function	phrog_93619	NA	
unknown function	phrog_93620	NA	
unknown function	phrog_93621	NA	
unknown function	phrog_93622	NA	
unknown function	phrog_93623	NA	
unknown function	phrog_93624	NA	
unknown function	phrog_93625	NA	
unknown function	phrog_93626	NA	
unknown function	phrog_93627	NA	
unknown function	phrog_93628	NA	
unknown function	phrog_93629	NA	
unknown function	phrog_93630	NA	
unknown function	phrog_93631	NA	
unknown function	phrog_93632	NA	
unknown function	phrog_93633	NA	
unknown function	phrog_93634	NA	
unknown function	phrog_93635	NA	
unknown function	phrog_93636	NA	
unknown function	phrog_93637	NA	
unknown function	phrog_93638	NA	
unknown function	phrog_93639	NA	
unknown function	phrog_93640	NA	
unknown function	phrog_93641	NA	
unknown function	phrog_93642	NA	
unknown function	phrog_93643	NA	
unknown function	phrog_93644	NA	
unknown function	phrog_93645	NA	
unknown function	phrog_93646	NA	
unknown function	phrog_93647	NA	
unknown function	phrog_93648	NA	
unknown function	phrog_93649	NA	
unknown function	phrog_93650	NA	
unknown function	phrog_93651	NA	
unknown function	phrog_93652	NA	
unknown function	phrog_93653	NA	
unknown function	phrog_93654	NA	
unknown function	phrog_93655	NA	
unknown function	phrog_93656	NA	
unknown function	phrog_93657	NA	
unknown function	phrog_93658	NA	
unknown function	phrog_93659	NA	
unknown function	phrog_93660	NA	
unknown function	phrog_93661	NA	
unknown function	phrog_93662	NA	
unknown function	phrog_93663	NA	
unknown function	phrog_93664	NA	
unknown function	phrog_93665	NA	
unknown function	phrog_93666	NA	
unknown function	phrog_93667	NA	
unknown function	phrog_93668	NA	
unknown function	phrog_93669	NA	
unknown function	phrog_93670	NA	
unknown function	phrog_93671	NA	
unknown function	phrog_93672	NA	
unknown function	phrog_93673	NA	
unknown function	phrog_93674	NA	
unknown function	phrog_93675	NA	
unknown function	phrog_93676	NA	
unknown function	phrog_93677	NA	
unknown function	phrog_93678	NA	
unknown function	phrog_93679	NA	
unknown function	phrog_93680	NA	
unknown function	phrog_93681	NA	
unknown function	phrog_93682	NA	
unknown function	phrog_93683	NA	
unknown function	phrog_93684	NA	
unknown function	phrog_93685	NA	
unknown function	phrog_93686	NA	
unknown function	phrog_93687	NA	
unknown function	phrog_93688	NA	
unknown function	phrog_93689	NA	
unknown function	phrog_93690	NA	
unknown function	phrog_93691	NA	
unknown function	phrog_93692	NA	
unknown function	phrog_93693	NA	
unknown function	phrog_93694	NA	
unknown function	phrog_93695	NA	
unknown function	phrog_93696	NA	
unknown function	phrog_93697	NA	
unknown function	phrog_93698	NA	
unknown function	phrog_93699	NA	
unknown function	phrog_93700	NA	
unknown function	phrog_93701	NA	
unknown function	phrog_93702	NA	
unknown function	phrog_93703	NA	
unknown function	phrog_93704	NA	
unknown function	phrog_93705	NA	
unknown function	phrog_93706	NA	
unknown function	phrog_93707	NA	
unknown function	phrog_93708	NA	
unknown function	phrog_93709	NA	
unknown function	phrog_93710	NA	
unknown function	phrog_93711	NA	
unknown function	phrog_93712	NA	
unknown function	phrog_93713	NA	
unknown function	phrog_93714	NA	
unknown function	phrog_93715	NA	
unknown function	phrog_93716	NA	
unknown function	phrog_93717	NA	
unknown function	phrog_93718	NA	
unknown function	phrog_93719	NA	
unknown function	phrog_93720	NA	
unknown function	phrog_93721	NA	
unknown function	phrog_93722	NA	
unknown function	phrog_93723	NA	
unknown function	phrog_93724	NA	
unknown function	phrog_93725	NA	
unknown function	phrog_93726	NA	
unknown function	phrog_93727	NA	
unknown function	phrog_93728	NA	
unknown function	phrog_93729	NA	
unknown function	phrog_93730	NA	
unknown function	phrog_93731	NA	
unknown function	phrog_93732	NA	
unknown function	phrog_93733	NA	
unknown function	phrog_93734	NA	
unknown function	phrog_93735	NA	
unknown function	phrog_93736	NA	
unknown function	phrog_93737	NA	
unknown function	phrog_93738	NA	
unknown function	phrog_93739	NA	
unknown function	phrog_93740	NA	
unknown function	phrog_93741	NA	
unknown function	phrog_93742	NA	
unknown function	phrog_93743	NA	
unknown function	phrog_93744	NA	
unknown function	phrog_93745	NA	
unknown function	phrog_93746	NA	
unknown function	phrog_93747	NA	
unknown function	phrog_93748	NA	
unknown function	phrog_93749	NA	
unknown function	phrog_93750	NA	
unknown function	phrog_93751	NA	
unknown function	phrog_93752	NA	
unknown function	phrog_93753	NA	
unknown function	phrog_93754	NA	
unknown function	phrog_93755	NA	
unknown function	phrog_93756	NA	
unknown function	phrog_93757	NA	
