L1	L2	L3	L4	ID	Function	EC	Gene
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Others	K08368	MFS transporter, putative metabolite transport protein		yaaU
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Others	K08369	MFS transporter, putative metabolite:H+ symporter		ydjE
12_Transporters	Major Facilitator superfamily (MFS)	Unknown transporters	Others	K12307	MFS transporter, ceroid-lipofuscinosis neuronal protein 7		MSFD8, CLN7
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K08483	phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	2.7.3.9	ptsI
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K08484	phosphotransferase system, enzyme I, PtsP	2.7.3.9	ptsP
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme I	K02766			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K02784	phosphocarrier protein HPr		ptsH
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K11183	multiphosphoryl transfer protein	2.7.1.202	fruB, fpr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K08485	phosphocarrier protein NPr		ptsO, npr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Phosphocarrier protein hpr	K11189			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02778	glucose PTS system EIIB component	2.7.1.199	ptsGb
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Enzyme II_glucose-specific  component [mD:m00265]	K02779	glucose PTS system EIICB or EIICBA component	2.7.1.199	ptsG
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylglucosamine-specific II component [mD:m00267]	K02802			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylglucosamine-specific II component [mD:m00267]	K02803	N-acetylglucosamine PTS system EIIB component	2.7.1.193	nagEb
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylglucosamine-specific II component [mD:m00267]	K02804	N-acetylglucosamine PTS system EIICBA or EIICB component	2.7.1.193	nagE
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Maltose and glucose-specific II component [mD:m00266]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Maltose and glucose-specific II component [mD:m00266]	K02790			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Maltose and glucose-specific II component [mD:m00266]	K02791	maltose/glucose PTS system EIICB component	2.7.1.199 2.7.1.208	malX
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	D-glucosamine-specific II component [mD:m00282]	K02763			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	D-glucosamine-specific II component [mD:m00282]	K02764			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	D-glucosamine-specific II component [mD:m00282]	K02765	D-glucosamine PTS system EIICBA component	2.7.1.-	gamP
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sucrose-specific II component [mD:m00269]	K02808			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sucrose-specific II component [mD:m00269]	K02809			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sucrose-specific II component [mD:m00269]	K02810	sucrose PTS system EIIBCA or EIIBC component	2.7.1.211	scrA, sacP, sacX, ptsS
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Teta-glucosides-specific II component [mD:m00271]	K02755	beta-glucoside PTS system EIIA component	2.7.1.-	bglFa
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Teta-glucosides-specific II component [mD:m00271]	K02756			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Teta-glucosides-specific II component [mD:m00271]	K02757	beta-glucoside PTS system EIICBA component	2.7.1.-	bglF, bglP
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	 arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	 arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	K02752			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	 arbutin-, cellobiose-, and salicin-specific II component [mD:m00272]	K02753	beta-glucoside (arbutin/salicin/cellobiose) PTS system EIICB component	2.7.1.-	ascF
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02817			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02818			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Trehalose-specific II component [mD:m00270]	K02819	trehalose PTS system EIIBC or EIIBCA component	2.7.1.201	treB, treP
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylmuramic acid-specific II component [mD:m00303]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylmuramic acid-specific II component [mD:m00303]	K11191			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylmuramic acid-specific II component [mD:m00303]	K11192	N-acetylmuramic acid PTS system EIICB component	2.7.1.192	murP
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Arbutin-like II component [mD:m00268]	K02777	sugar PTS system EIIA component	2.7.1.-	crr
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Arbutin-like II component [mD:m00268]	K02749			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Arbutin-like II component [mD:m00268]	K02750	alpha-glucoside PTS system EIICB component	2.7.1.208 2.7.1.-	glvC, malP, aglA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02768	fructose PTS system EIIA component	2.7.1.202	fruB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02769	fructose PTS system EIIB component	2.7.1.202	fruAb
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00273]	K02770	fructose PTS system EIIBC or EIIC component	2.7.1.202	fruA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II-like component [mD:m00306]	K11201	fructose-like PTS system EIIA component	2.7.1.-	frvA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II-like component [mD:m00306]	K11202	fructose-like PTS system EIIB component	2.7.1.-	fryB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II-like component [mD:m00306]	K11203	fructose-like PTS system EIIC or EIIBC or EIIABC component		fryC, frvB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02798	mannitol PTS system EIIA component	2.7.1.197	cmtB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02799			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannitol-specific II component [mD:m00274]	K02800	mannitol PTS system EIICBA or EIICB component	2.7.1.197	mtlA, cmtA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	K11198			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	K11199			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	2-O-A-mannosyl-D-glycerate-specific II component [mD:m00305]	K11200	2-O-A-mannosyl-D-glycerate PTS system EIIABC component	2.7.1.195	mngA, hrsA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Lactose-specific	K02786	lactose PTS system EIIA component	2.7.1.207	lacF
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Lactose-specific	K02787			
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Lactose-specific	K02788	lactose PTS system EIICB component	2.7.1.207	lacE
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02759	cellobiose PTS system EIIA component	2.7.1.196 2.7.1.205	celC, chbA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02760	cellobiose PTS system EIIB component	2.7.1.196 2.7.1.205	celA, chbB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Cellobiose-specific II component [mD:m00275]	K02761	cellobiose PTS system EIIC component		celB, chbC
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Glucitol/sorbitol-specific II component [mD:m00280]	K02781	glucitol/sorbitol PTS system EIIA component	2.7.1.198	srlB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Glucitol/sorbitol-specific II component [mD:m00280]	K02782	glucitol/sorbitol PTS system EIIB component	2.7.1.198	srlE
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Glucitol/sorbitol-specific II component [mD:m00280]	K02783	glucitol/sorbitol PTS system EIIC component		srlA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactitol-specific II component [mD:m00279]	K02773	galactitol PTS system EIIA component	2.7.1.200	gatA, sgcA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactitol-specific II component [mD:m00279]	K02774	galactitol PTS system EIIB component	2.7.1.200	gatB, sgcB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactitol-specific II component [mD:m00279]	K02775	galactitol PTS system EIIC component		gatC, sgcC
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannose-specific II component [mD:m00276]	K02793	mannose PTS system EIIA component	2.7.1.191	manXa
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannose-specific II component [mD:m00276]	K02794	mannose PTS system EIIAB component	2.7.1.191	manX
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannose-specific II component [mD:m00276]	K02795	mannose PTS system EIIC component		manY
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Mannose-specific II component [mD:m00276]	K02796	mannose PTS system EIID component		manZ
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00304]	K11194	fructose PTS system EIIA component	2.7.1.202	levD
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00304]	K11195	fructose PTS system EIIB component	2.7.1.202	levE
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00304]	K11196	fructose PTS system EIIC component		levF
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Fructose-specific II component [mD:m00304]	K02771	fructose PTS system EIID component		levG
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sorbose-specific II component [mD:m00278]	K02812	sorbose PTS system EIIA component	2.7.1.206	sorF, sorA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sorbose-specific II component [mD:m00278]	K02813	sorbose PTS system EIIB component	2.7.1.206	sorB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sorbose-specific II component [mD:m00278]	K02814	sorbose PTS system EIIC component		sorA, sorC
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Sorbose-specific II component [mD:m00278]	K02815	sorbose PTS system EIID component		sorM, sorD
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylgalactosamine-specific II component [mD:m00277]	K02744	N-acetylgalactosamine PTS system EIIA component	2.7.1.-	agaF
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylgalactosamine-specific II component [mD:m00277]	K02745	N-acetylgalactosamine PTS system EIIB component	2.7.1.-	agaV
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylgalactosamine-specific II component [mD:m00277]	K02746	N-acetylgalactosamine PTS system EIIC component		agaW
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	N-acetylgalactosamine-specific II component [mD:m00277]	K02747	N-acetylgalactosamine PTS system EIID component		agaE
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactosamine-specific II component [mD:m00287]	K02744	N-acetylgalactosamine PTS system EIIA component	2.7.1.-	agaF
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactosamine-specific II component [mD:m00287]	K10984	galactosamine PTS system EIIB component	2.7.1.-	agaB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactosamine-specific II component [mD:m00287]	K10985	galactosamine PTS system EIIC component		agaC
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Galactosamine-specific II component [mD:m00287]	K10986	galactosamine PTS system EIID component		agaD
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K02821	ascorbate PTS system EIIA or EIIAB component	2.7.1.194	ulaC, sgaA
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K02822	ascorbate PTS system EIIB component	2.7.1.194	ulaB, sgaB
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Ascorbate-specific II component [mD:m00283]	K03475	ascorbate PTS system EIIC component		ulaA, sgaT
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Nitrogen regulatory II component	K02806	nitrogen PTS system EIIA component	2.7.1.-	ptsN
12_Transporters	Phosphotransferase system (pts)	Enzyme I and hpr	Hybrid protein	K05881	phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM	2.7.1.121	dhaM
13_Hydrogen metabolism	Hydrogen oxidation aerobic			K06281	hydrogenase large subunit	1.12.99.6	hyaB, hybC
13_Hydrogen metabolism	Hydrogen oxidation aerobic			K06282	hydrogenase small subunit	1.12.99.6	hyaA, hybO
13_Hydrogen metabolism	Hydrogen oxidation aerobic			K00436	NAD-reducing hydrogenase large subunit	1.12.1.2	hoxH
13_Hydrogen metabolism	Hydrogen production			K00436	NAD-reducing hydrogenase large subunit	1.12.1.2	hoxH
13_Hydrogen metabolism	Hydrogen production			K00532	ferredoxin hydrogenase	1.12.7.2	
13_Hydrogen metabolism	Hydrogen production			K00533	ferredoxin hydrogenase large subunit	1.12.7.2	
13_Hydrogen metabolism	Hydrogen production			K00534	ferredoxin hydrogenase small subunit	1.12.7.2	
13_Hydrogen metabolism	Hydrogen production			K06441	ferredoxin hydrogenase gamma subunit	1.12.7.2	
13_Hydrogen metabolism	Hydrogen production			K00190			
13_Hydrogen metabolism	Hydrogen production			K00192	anaerobic carbon-monoxide dehydrogenase, CODH/ACS complex subunit alpha	1.2.7.4	cdhA
13_Hydrogen metabolism	Hydrogen production			K00198	anaerobic carbon-monoxide dehydrogenase catalytic subunit	1.2.7.4	cooS, acsA
13_Hydrogen metabolism	Hydrogen production			K03518	aerobic carbon-monoxide dehydrogenase small subunit	1.2.5.3	coxS
13_Hydrogen metabolism	Hydrogen production			K03519	aerobic carbon-monoxide dehydrogenase medium subunit	1.2.5.3	coxM, cutM
13_Hydrogen metabolism	Hydrogen production			K03520	aerobic carbon-monoxide dehydrogenase large subunit	1.2.5.3	coxL, cutL
